date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:57:03	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2000:57:03%20GMT	https://map.jaquelinesalles.com.br/robots.txt		(from )
21:57:05	305012/305012	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Feb%202026%2000:57:05%20GMT	https://map.jaquelinesalles.com.br/wp/	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/index.html	(from )
21:57:06	2307/2307	---M-Z	200	added ('OK')	application/json	date:Tue,%2024%20Feb%202026%2000:57:06%20GMT	https://map.jaquelinesalles.com.br/wp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmap.jaquelinesalles.com.br%2Fwp%2F	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-json/oembed/1.0/embed50d4.json	(from https://map.jaquelinesalles.com.br/wp/)
21:57:07	2456/2456	---M-Z	200	added ('OK')	text/xml	date:Tue,%2024%20Feb%202026%2000:57:07%20GMT	https://map.jaquelinesalles.com.br/wp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmap.jaquelinesalles.com.br%2Fwp%2F&format=xml	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-json/oembed/1.0/embed1f7f	(from https://map.jaquelinesalles.com.br/wp/)
21:57:08	5456/5456	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Jan%202026%2008:07:00%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.5	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/themes/hello-elementor/assets/css/reset4c8b.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:09	5097/5097	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Jan%202026%2008:07:00%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.5	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/themes/hello-elementor/assets/css/theme4c8b.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:10	7182/7182	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Jan%202026%2008:07:00%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.5	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/themes/hello-elementor/assets/css/header-footer4c8b.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:11	54511/54511	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2014:37:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.34.2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/frontend.mindba3.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:12	1800/1800	---M-Z	200	added ('OK')	application/rss+xml	date:Wed,%2011%20Feb%202026%2018:00:47%20GMT	https://map.jaquelinesalles.com.br/wp/comments/feed/	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/comments/feed/index.html	(from https://map.jaquelinesalles.com.br/wp/)
21:57:12	1839/1839	---M-Z	200	added ('OK')	application/rss+xml	date:Wed,%2011%20Feb%202026%2018:00:47%20GMT	https://map.jaquelinesalles.com.br/wp/feed/	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/feed/index.html	(from https://map.jaquelinesalles.com.br/wp/)
21:57:12	1630/1630	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Jan%202026%2014:00:49%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/css/post-8.css?ver=1769176849	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/css/post-8923a.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:13	560/560	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2014:37:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.34.2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-heading.mindba3.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:14	1657/1657	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2014:37:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=3.34.2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-image-box.mindba3.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:15	214/214	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2014:37:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.34.2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-image.mindba3.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:16	10255/10255	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2014:37:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.34.2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-icon-list.mindba3.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:17	1243/1243	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2014:37:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.34.2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-video.mindba3.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:18	4726/4726	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2014:37:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.34.2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-icon-box.mindba3.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:19	5124/5124	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2014:37:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min.css?ver=3.34.2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/css/widget-nested-accordion.mindba3.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:20	111264/111264	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Feb%202026%2018:00:49%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/css/post-84.css?ver=1770832849	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/css/post-84ac8e.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:21	27324/27324	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2010:36:54%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.20.7	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/happy-elementor-addons/assets/fonts/style.minde53.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:22	30999/30999	---M-Z	200	added ('OK')	text/css	date:Thu,%2022%20Jan%202026%2014:37:55%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:23	104130/104130	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Jan%202026%2008:08:28%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotocd65.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:24	24408/24408	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Jan%202026%2008:09:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1768205393	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoslab64a9.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:25	20940/20940	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Jan%202026%2008:09:57%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1768205397	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay6a18.css	(from https://map.jaquelinesalles.com.br/wp/)
21:57:26	39312/39312	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Jan%202026%2008:09:37%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif6d80.css	(from https://map.jaquelinesalles.com.br/wp/)
